User ID,58a083cb9398ab56c2145c8b,5204dc44498e950b141a9704,4b767f0df964a520074f2ee3,549c026a498ebe84f48b496b,4c7944282d3ba143438f8dd0,4e5fd7b9b9934545b5d1ff77,52473e9d11d2eaae821ff8ca,53222eb6498eb3cd964310f3,4c8ceb74cf3ea143a748f951,5a9bec19065ef5259c8e1ded,5669ce2a498e50a3974785d8,4bf57f10706e20a1e58daa98,4bae7f37f964a52083b93be3,4c8d45600bcbbfb7a036e7fe,4bb0d186f964a520d15f3ce3,4e6b174c62e1cd1d54fe2727,56f02ca8498ed598b47f92d7,53c92ba1498e5a7d7acf9412,4b3c6ddff964a5206a8425e3,539d7bed498e1b0751e91f71,4c8cf5a3f0ce236a288a1cef,4ed773bab8f7e740d11b3950,4d6269bcd7206ea850b80af2,4adcda23f964a520533a21e3,4ce078f33644a093ad30589f,4b3b3a2ff964a5209b7125e3,4e6b3140aeb7c31e4362edbd,4dc55010ae608779d136e2d4,50f84023e4b0bd950d9c3490,4ecab0b177c8be492660eaa7,5616d900498eb55f39d64d3f,4e35221f63657eebff445e44,4f7810ade4b0c7b6e27b81ea,4bb0e79af964a520a3683ce3,4cc1859d668db60cb52614b4,57d3f1de498e0a640dc2fd3b,5041be64e4b0b9943e10f69c,4c41985bcc410f473a64ab61,4f74265fe4b0bb6ea1cd9a63,4c3ae7c7d94dc9b627e5fee7,4cb040831463a1431d419ba9,4e4a389d14951b66ae8b5527,536241cd498e5d456ec58030,4f6c530ae4b05c9c29ba4fab,50338beee4b05dcb2cf74588,51d50e30498e79475966c75d,51e27ce3498eb911463a69ea,540f0cf6498e0b95e1bbf557,4fd0f716e4b045ebd43d9ff0,52acb72f11d22ac7106f70cc,4b9cec54f964a520a38236e3,59c62cccb6eedb4ca4a9b671,4ddba28722719ef54b4d5a59,560a6c56498e2f64e4f9a0c7,4eae7e23cc21b06a5805c7fb,51f391c1498ea995274bd558,53332b50498e832a60ae5d9b,516930d1498e0e56fada89fb,58b5ad7b51d19e1540ede48e,525c143f11d2ab5b204d8183,51e6d83a498e8f02ecb86c06,4b24d319f964a520066a24e3,50b9fcd5e4b0b45a1b23c8fd,521ccd5111d247f22f5c61c5,53d14e55498e3d0172301774,51a8c521498e70e7ad685877,4dfc7cffd4c001cca36c8dc2,523c6ac511d222042f07acaa,4ed91668722e1da3009f79d8,4b83d5a8f964a520c11231e3,516038dde4b0db62049eec72,533bafad498e8451ff0d1740,51f0142d498e7090ef43f715,4bf6b2015efe2d7f57966734,51ee6179498eb936d2a8c5ac,512df686e4b0dc4fc3fc34a0,598c04e2d3cce8767a5a111b,5038c4ffe4b09fce66c5f2ec,50c77ebbe4b06cb3bb6cccae,4e6debd062e1ce64872648c5,52d7c8c9498e90a6f3a8b8e4,4e54103bd1641f4f818e942e,4d4406f83616b60c42d4dfc2,55c5d37d498e21968c6d28a6,55aa8819498e7472d33b869e,4d0b49cb5f86f04d41f1caa0,59bd21cbe1f2287933cd61cd,4e109c096284edb6bad002f7,4e204c9db61cdcf1ecb0b9dd,4c5971de2091a593b5d55cd0,4e58f58aae6099fc00c05419,51939870498e8351fef4ee33,4f46759ee4b0288c76029052,573c4be9498e18242d5d717c,596cc5ad3b4e003a5c0542e0,514ee28fe4b02f70e052f57c,5a5329e91108ba4e219b345d
1,1.0086667261209055,1.0651471939368404,5.0020029227402265,3.9899541583386524,2.0393420549663395,1.0087463862496469,4.0010691437063715,1.9802005745133053,1.9853050665038716,5.997689433559331,1.0198534772431351,4.957434754459532,4.996748525441763,3.9518166800516537,4.959434892824951,1.0330259211205006,2.003062697397944,5.986206238620522,4.984449800780415,3.9882706590820605,4.007208283476531,5.975971143290856,4.964526287816822,3.031897273705677,1.995085663423895,5.956890008293438,2.982292872066652,4.965497158464631,4.979817140358752,1.9896417045479664,1.0405325624247892,3.991995396794608,3.0199945611440624,3.9771612513754246,1.0431553278360477,5.95396190023358,2.0106693831109137,4.952178961553281,2.01031990170491,3.9531190016367344,5.989975447827346,5.001638012492409,1.0092279636533923,5.976554207673602,4.980839325161662,2.9952909795545857,4.991756370511053,2.0281474834145823,2.9954360123725072,4.977665463740773,2.9980275888602494,4.989677545544079,3.9880867227844323,1.9778577129156256,4.985532414307613,1.0373041107119247,2.9511719373394847,3.002344943426801,2.0037505666901123,3.027422804545685,4.947603777010128,2.0074883619467685,3.003329069474196,0.9783324316925444,4.973486988579894,5.962249987928602,4.000131483522758,0.9919040522051654,3.0175921104277004,1.00167695627416,1.9942350449871873,2.976450869185368,1.9901839160339785,1.0348735001347118,4.016152577104878,5.961386449105691,4.011302901266829,3.015771950398263,1.023239598620533,4.967224697477147,4.011627078914909,4.007764765331318,5.996451597629761,1.0059941620887782,3.008125214327409,1.0330294757254137,2.967368070643993,1.0159417585255741,5.974883759664622,4.005246151500875,1.024028252984297,3.9996295924497396,2.996414404818631,5.975586890052836,6.038340876624503,3.963560367124808,1.0124925471140118
2,5.969525939969904,2.9522069964075897,1.0053494879719809,5.007397950589331,0.9979753042440955,5.965499472680204,5.004883708796394,5.988467583162965,5.977498086042436,3.0293133240768233,1.0128953568369672,4.990305970516005,3.0192925440760754,6.012817662657563,5.017429738203055,2.9999832866919234,5.948233143686613,4.045883731581479,3.0302170370261927,1.072635678048849,4.004713055253662,6.011295570575358,3.969433362730687,2.0100303310652547,3.9965346829888673,2.0353819677568423,3.989668078361379,5.9955651754104355,4.968430877740579,2.007874569721732,3.9607425274173567,0.9973999580939981,1.0361213745886197,4.972990274593598,2.0052173217923963,5.002997054202659,4.9806445300652245,5.984471129929178,3.997721937244723,4.998129856530925,4.976903240370601,3.0422399095816304,4.002766299904122,3.9733500950672256,4.019881093156398,4.964593673453975,3.9982572463287913,0.995262804127254,4.985900123482894,5.948672536448934,2.0226681008461274,5.959505284517424,2.985709245239617,3.9784247348201855,2.9984874714151837,1.0208893831060486,5.007592530988266,3.985774904932302,2.0056383665864574,2.0533296330350144,5.021074533944068,2.0137915070436905,3.0235306068272556,3.964756016044417,3.9935382500561163,4.983750847343094,2.0250451616214575,3.9947140704202866,3.0108807190401263,5.967313164931194,5.0347425699315576,5.949657993630358,4.972064635557761,2.977430957972216,1.0439207344225845,2.0173396985944043,2.0274302503350077,2.0469058047810282,4.953910366120192,3.015932784029268,4.01047194996255,5.9591880736306475,4.016579339192826,5.946851822901982,4.999260293686604,5.983699584392325,3.9728152801189602,1.9891304455575454,3.007575983577612,1.017526806287651,3.9912480738516845,1.0002976593082509,5.9878545827055,5.968205565288104,1.0233200511842973,4.984500184794844,1.9988269503661802
3,5.014380918191614,2.0760908984682263,6.00468463078615,5.97480893551635,1.0537484282192575,3.0201245279812103,1.0177378032248443,3.979467247106129,1.9835948166155046,2.0022510138704823,3.9971857634113026,5.973027584652565,1.0083468650130873,5.957524096948522,4.945303399486685,2.0525715131926283,2.036679830039361,4.935667323616711,1.9658710699341198,6.0049218959163575,3.986527844080696,0.993713989738763,4.981091290421996,1.0584933932459006,6.009078497749445,6.003695800011398,5.99742019356206,2.9671759411357193,3.0454774642143976,3.016265584733631,2.0535080206114444,6.002597613055169,5.013680701807061,2.035597200375756,2.0733767754100274,5.973791797211889,3.033196165061079,5.96228846158726,3.0007788539117737,5.966424376199464,6.002536579312963,3.028772861233528,2.002600869496376,3.010886994083128,3.9692364384596446,2.013446291327902,4.023931845487167,1.1131282239767781,4.0028215250915915,5.002346136269555,5.011010173315688,1.0071183823658676,3.0127604336031526,3.039880814185618,5.011904664556963,1.038871893703786,5.998959648209223,2.042695702878409,3.0267298126609092,6.026486148951629,1.988777483349473,3.020148794305176,5.9591944108103565,4.991720517886949,2.986757104649148,6.00139651277142,4.028049662188094,4.0097045730850756,2.0092720460646563,2.008324609869612,6.03531454820034,2.032355535074492,1.033974155130482,1.0512027751770592,1.04467978807262,4.997097540279667,1.0165499292208118,6.002136469554451,4.035154521953104,4.97151135810558,3.0239804552406606,2.0124666886382805,2.996239739090982,1.0470156791648426,5.961327253691488,3.9944556263056143,5.001035173844693,6.025089041790597,4.016233649612286,4.041593086921459,4.028577694041383,3.0450236261005843,4.014437707769863,4.020169206290635,3.988046598707919,5.977150267574722,2.041799113127743
4,3.017595418842223,2.0286307762720974,6.015909905939269,3.976796899807564,5.960314203397859,2.0080946944729563,4.993435677108092,2.988131427261738,1.9892054722021868,4.011738401364119,2.0205874853090977,2.0221412149527334,4.039839359780541,5.022876840192664,3.0452692837661197,4.979919931348808,4.002927941944413,4.993295445339831,5.989138726582868,4.033521258676126,4.985966597512627,3.0314256150919094,4.00415012327482,6.005756106416774,1.0338484768085938,3.0307672017002556,3.9966534971662764,2.0238297911440375,2.0013480638393766,5.992590588906069,5.946757478991271,4.00712607529352,4.997058567802216,3.0413144586778342,4.002493095181089,3.017807068346479,4.020630020842288,4.008502372032386,5.9640139801440775,1.037047347734287,4.005723164829079,1.0335255100186531,2.992116894658545,4.022862765692807,5.007414963673449,5.974638071825792,2.0175239786620014,1.0382307960026793,5.987084361878499,5.994349624028199,5.024119086889218,5.976588746769804,4.010003674334579,1.050113935479737,5.992033106319195,4.981307852739497,1.031488583506893,1.0315159965898104,3.980499337766302,3.0494142925364627,2.0271598481962774,2.0225430779847895,4.997601490906689,4.991904242178346,3.0087524772276795,2.0226592693143832,1.0479051967125153,2.984963607522989,3.990015198232662,2.9993432981707944,2.0622516046771313,4.010242949907691,1.0179890954618753,4.006907045910448,3.0356093835675813,4.042805280008293,6.002002880253785,2.050487450640458,2.0093626786761574,4.007329072943079,3.0100486940587707,4.975862172135411,3.0266336787451076,3.987572065581017,4.97259176165287,5.930806257154948,1.0392692599818065,5.000375401485924,6.007431291390169,2.0543747107419144,0.9943365849620069,3.053175980170468,3.008672722357443,1.9957117518286234,5.01123399804276,2.012587577182767,3.0122277567446067
5,4.005169750308028,5.971182782739301,5.953864582054029,2.043266206233933,4.984244294087057,2.0084779285083973,2.993519984092652,1.0609434726734057,1.0436138289191323,3.0273527855975555,2.0497630970071876,2.985218251976687,2.9968507126206307,1.0177289859668668,2.9976637750464636,3.0152394404390295,3.971581403248841,1.0133738439392306,0.9692513973042829,1.996388314750036,1.0025065399727002,1.0208169991765534,4.948004649135484,4.96425691702793,2.013257676082565,3.975287175353171,0.9769553449773813,1.0606468945089493,5.925151144775394,2.9681048335942566,5.986337404269468,3.9976080941438417,5.993378044287304,4.93293321392061,5.9971872443356204,0.9905935701378561,2.990301576838819,2.972364532359313,2.0121943738456487,1.0013220526199829,5.930484797915491,1.9879582017583077,1.0688753183399768,5.97918967120869,1.0351600274474824,5.010493468409612,2.9831983130601785,5.977461444037919,4.973124804534205,4.961874859476256,2.989706322044062,5.970128450803972,2.98318925410462,2.97256954130575,4.000216032789454,3.0282401251880917,2.001880252296489,4.988276105581677,3.980223103412361,2.025002679254056,1.0256657921572792,1.015907597879374,3.0226080987310326,4.981450966769893,2.0062785498286284,5.912388608008928,4.958181461248483,1.0211389766856274,1.0080839378658553,1.0245010568255282,2.9534023607188455,3.97295511724475,1.9980547613069204,4.00409059275402,1.0153591885733901,5.005114165700103,0.9990136453165395,3.9792670925182656,4.015420079916353,3.970904955925792,4.968365240228833,4.004925499425681,0.985971456802696,5.971664567245425,1.0494025019783937,4.010986908680819,2.9971091519515984,3.008994540014383,4.93518549168782,5.953967993006071,3.9998220984450823,5.937693639075511,1.993330621991575,5.950026666141309,2.0045273955289815,2.9858615877584658,1.985940432533691
6,4.014127289261938,2.9914028563303057,2.9828788204890477,1.021876615135576,3.9745863448781393,5.003177332001274,2.007180267462048,3.0199233832613426,1.0108411873920358,1.9992563737661868,0.9910783279564865,4.009519969613758,1.0042958288454518,6.0132362373627135,2.007562803844069,5.9708027279735365,5.970601568842668,0.9988539952450739,4.984776797816496,3.991550149800116,2.995587868641148,2.011800900768381,3.9925029267358627,6.004915476639638,5.986448338405078,4.993412469115791,4.001655098423846,1.033066451482155,6.004372379296462,3.9703007061608435,4.976396811116885,2.992745813717435,1.9960172638821665,5.9862494297103535,3.99151661049931,6.013518403947673,5.993903837266927,2.002075903233428,3.0162945909596197,5.014912941976204,4.981839664608524,5.001375581004634,1.0123611436144697,1.0123116226985713,1.0038274643063123,4.985587409946134,3.0184641214749406,1.9806727285637251,2.9730075543659966,4.980655471869463,5.97291310442694,1.005365994889464,5.994156483794521,6.000811450958807,6.006098684509116,3.9728690709631964,5.015349559783973,2.0190468483180526,2.9822132734944753,5.009206811886244,1.0434939354286914,4.0151687637558595,1.019507935060889,1.0016832358937777,4.004009771028322,5.0376506574308255,2.018265533280241,3.0167833875218797,2.9976454201732445,4.998010129899635,6.02782552666787,5.016469899963611,3.0225296923779994,1.9837854880760046,5.996362324955543,2.9884782968007855,5.968096070940192,4.013244852126489,2.0157184748341264,3.976826915730178,1.9921582708522312,2.010080726353517,5.017640748791136,3.991920846043442,0.9997491598962136,2.0288897878144447,1.0145475893373357,3.997674713710411,1.978693503203151,6.0066681503860515,2.017631313423548,4.977884341979566,6.004358692066133,3.0197808291437616,2.9932205914986225,1.0228038497078238,4.985602688667827
7,4.007340752855653,4.991614212486495,6.005797467705545,3.9931887590827744,3.0097421860409064,2.01862737135799,2.025434229619824,4.028676971131139,3.0069250940609806,5.012802151265493,4.981387826003585,2.0534827191001583,5.012182696807262,3.0477804132568136,5.009297624681383,5.963758290872758,3.024064638307561,1.0422838990094796,1.074961223395123,4.022698855990486,3.003789738922083,2.041015590841713,4.039860047251774,3.9996234045345314,5.97444429081934,4.014498444880332,1.0324899725280643,6.013645243703207,1.0594659934360986,3.0153813988312907,3.997265323503982,3.033163510686979,4.9811749987512,2.05370311654593,4.9767432847036215,3.0555784984531256,5.975151422053351,3.0387157703888135,3.012422480241827,2.042322254712857,2.0359520490123644,1.0487496852088198,2.018159801837119,6.0074853453268675,4.0175779259884274,5.011721401289379,2.0271556012137943,5.954642640510002,2.0428568028515084,4.994646695863336,5.976989087577964,2.0569379074347767,4.013033686605858,4.004885239612867,6.002276417745809,4.981884710147666,1.0720289574765625,6.005550488892353,1.0187050872198151,3.986064338843667,2.063172386617703,3.9933792817308027,4.006669189922851,3.012405743803172,4.024717187034503,1.0925011078643854,3.0407741826792165,2.032080676090847,2.9933250095283492,5.929839761674151,2.046632495436474,6.011307889882049,1.0478092206265175,5.966170647332768,4.029492712895044,6.03222425595799,3.981538157427653,4.011853035546596,5.956107726057343,1.06847566391476,2.032552545825844,4.998211683784431,1.0603830536790735,5.978971547674731,5.960834098256505,1.0155476857631762,6.017742020154284,5.993022474591207,3.016829688455279,3.0407608255577117,1.9635210829911558,2.032442860749703,2.0256337796364887,2.0468354184605753,4.002842225050776,2.060301718637503,2.996023057923182
8,4.970027012992764,1.0112124762622425,2.0033234174867207,3.007288095650071,1.0191948969329898,3.9639455297828077,3.996913200810314,4.991428061379439,3.986074928732248,6.006839675188249,3.0273845218809274,2.0032274514969606,3.997175789221693,4.966184146417027,5.951968117775348,4.988434073868986,0.9873935890362175,6.015280887481484,4.001275498757352,5.989479123953666,2.015345624227952,4.9746720147144385,1.9857426850896869,4.991667961592171,5.967626912968253,2.039927673756168,1.007951284911328,5.988561260805323,3.0015443309850154,2.002747145892418,2.0020088308412616,3.024531951475164,3.9775614034272007,3.9664447418787256,4.998045828227054,1.048155476959845,0.9941063633214351,2.983354374919484,3.0167255530062147,2.0016202154984257,2.0104089344574447,1.0855648841637007,3.0273561601807963,3.974710151827418,3.9941533560983555,5.977170428260738,1.030002196342327,2.0409369882868065,4.963390117725223,1.0084722563191413,3.9908528342904335,4.9737209482886335,1.0525812222313604,2.9587594272814344,3.0289395291266095,3.0325533339610495,4.9854343130411705,4.965265391852746,1.0384519403324535,5.028308673647867,4.986268662252914,2.027645792179481,3.9667893058778634,2.9689543336807476,3.001170816202542,2.956649110670118,3.979400164124422,5.970534828567773,1.024892254874167,2.988289730407799,5.976320967844453,1.9941574822944426,1.0158199210074805,2.016318201649204,6.027140971104972,4.981317462599452,3.990705655304202,4.981319549885745,0.9940930492533075,4.995274298344978,5.013878782162806,1.0223105012996623,2.028566902236012,4.937000719355201,3.0202676941380355,4.982005592088723,1.9821491868581709,1.989480084173746,5.9647036221139675,4.993964463445949,1.0364034305426302,2.985725631938828,2.0075380345262186,4.984202639064595,1.054622058436962,2.95509213259937,2.987830280065076
9,3.0352528930426703,6.047253172421834,1.033685677217306,6.009660270259407,3.023241679560857,5.039918562097077,4.000333040090243,2.0214449081738386,3.0360554521091005,4.978841044183088,4.0150332402815145,3.01649407269224,3.9924234870813233,1.0501115965068437,3.9998822784561026,5.015283689658531,2.061420796369808,5.9527890087060555,2.994660648178695,2.9969421587168292,6.003832089904221,1.9897404604851985,1.0378236413432802,2.9961364811283118,5.986547699659507,2.0044945503391327,1.043032477207778,2.992889013982235,5.010037479952599,1.0260077581784426,3.0365324831281537,1.0042814731497813,3.975047869190026,1.0144710984836571,3.9963074128521376,3.032328818476601,4.050974063713715,1.0199160881023603,2.038261298453138,2.0440137925470223,5.001640224841933,5.028587556415388,4.0320625676576505,4.006397909165851,4.987125825321934,0.9794968219677704,5.012250705191583,6.00131329458396,2.027415060192118,3.047032438841021,3.0019658149658612,2.981408943432567,1.0454492688853239,1.0404894598366878,4.013797055581497,3.0310431972161833,1.0223455111590454,1.997441803423953,6.020859761676957,5.9985716402797555,1.0046775350844714,2.0391536139198623,5.022144316226623,1.0376821884307803,1.0237937890601705,1.9984944798360085,2.9717032793994864,2.005835423436927,4.000787349679458,6.010505036059737,3.0316298282369294,1.0638570144224344,1.0621038412318957,4.029600227020684,1.9748008664174688,1.0129058757255827,4.00230383369986,5.963512103514596,5.037771187429097,0.9710743912305371,5.961145601369543,5.037853693400537,2.0425732693673506,4.002014726914709,6.0291893425684915,6.033385350776063,2.0414612341118747,3.032782118245143,4.980531910057896,5.962460969837401,6.025515832312311,3.994539205574548,5.032753142094961,5.001044611801751,5.97196770919744,3.035514506475457,3.012237299248191
10,2.0385529638001905,1.972119463205337,3.0719137732667336,5.976296500222959,4.970977131756304,1.9935013125806875,1.0471591946501007,5.9658557875585085,3.983962873937378,5.0228830786890235,5.0077143103177,3.008763458968752,1.040712840566295,2.0605420523454505,1.054538395393037,4.032407861629279,1.9851476184556744,5.025832184799748,1.069129288488997,3.0813369777283537,3.9819593899519754,2.0179739300899753,1.0470138395012274,2.036816895437346,5.001691659528806,5.991310243683965,1.0346970910744504,5.001246925970907,4.97761116293429,1.0605945869587239,4.9929182790915645,6.020750882905382,4.014519756101481,2.0235056935272464,4.997845604460134,3.9967592689552998,1.02202201701351,2.0501685773040923,3.991040473605178,3.0077060955631802,3.0007238737492745,5.946510986094513,4.953403349329021,3.026958424948382,2.0581898725682852,5.001124149071073,2.9878361213756786,4.965219978959977,2.0586378180626723,2.0219745031582215,2.0675408567089346,3.989606549055706,3.976627006795603,2.001626873378511,4.026492209728791,5.992038450632336,4.995460439981621,3.003831241497145,4.006205798738273,5.036704726314288,4.001636650908259,3.991896716231593,3.0425848715148684,3.008127084417218,3.994587267239126,1.0383932971642782,3.026032711415071,5.005633750550511,2.995575911062357,2.99879740491315,1.0682660700212758,2.0117503838059267,1.9983145193624186,1.0490186925906242,3.01983542981144,5.012958196388368,1.05645975418294,2.0468392240924773,2.9912919761696566,4.00961895932419,5.959927033781026,3.969982075801601,2.040090036057704,2.0058816441498974,6.003215288811274,4.986119044577178,1.0395914487199265,1.065488860950376,1.0996837485956208,3.032143397515313,5.923987470202883,1.038450533572055,3.988393851210313,5.96106648673538,3.0143097173319706,1.0506189919290674,1.0362384581409425
