User ID,4e37baba18a8470916cd6e6c,4eec2761aa1f98ce6443e420,532456d811d24934ecf88226,55af014d498e560b44e766a7,4fd36f2ee4b0191b9be98360,5277440811d2899249f2deb0,4f374349e4b0fb0dfcc77705,4d947c3f5241a1cd4320604b,5373c749498e70649e205d0b,4d6f214e3a6cf04dd5fd5b79,4d2c0b59888af04d2914e5af,4eabf4c39a522a65af5c4037,4f378454e4b0653d4aceb840,4b058810f964a52040af22e3,563b008fcd105c11017f9d38,4c38315b2c8020a16a748a00,4fae19634fc67afa8cf61203,4c1c63c8fcf8c9b6cd17aa0b,5317e8d1498e1c8bb76b6ddf,543b7f56498ead5eaf2e34d4,4f897c07e4b056350f7495ed,56e39755498e556c8862967e,598a7c758c812a1ece558e95,4cf605e02f0159412e8659a2,5947a414a0215b689b4d3b4f,4d8a9e7f76e1236af1f71e43,4d880c587d4c548130f03871,51a80bbc498ea16e72d264bd,4cbbf5b6bac937041347f57c,4f990aa1e4b0065e73c6fcb1,4d8d611e788c548175d220fd,4eb7a7f88b81a81f91794f65,564b97dd498e05f4ca956cbb,4ea3ddad6da1455cacf4ffa4,4d9f9704a77d816e33550609,4d8c06ac96b9b60c16bc1278,4db38b4f4b226b343d7beccc,528dc8d5498ea48899f38253,4e913c8961afcfde2a2feac7,53e721ea498ed3877e54a6e7,50444a1fe4b0741ad292ba88,4f16d199e4b0044a288c82dc,4c3020f1452620a1c3ca1e0f,4e913c00722ebb868c045a8b,4c44ecc4429a0f478879491e,4d0f11436331a093e1fd4e94,4f6304f2e4b05c1d57f8caa4,4f49e858e4b0ef28474dd02e,4ec36df7b8f7c5f293da431e,4d0b0181f2c1236afc58ff56,54cf29f4498e39b592689b8a,4f6f3062e4b0ad1af61bbd3d,4dd1d5bee4cd7f7178bc863f,4dd74fec1838b8561ce47839,4cda7bb8930af04d97fd8497,4e7d6332f5b9644b44154714,4d0f7006d21db60cd0202418,4d28abafb818a35deb79978a,4ec5c847722eeaa24c168357,4bf4cd7ce5eba593971e2090,4f7977a7e4b0ca8cfecaf6e7,5037d194e4b0282c9e8307b8,4de0cfaed22d2a79557734f9,4f1cf78fe4b0f271e839cd9f,585397efbf1a6d72278e75be,5617b2fe498e673d37e2d4a0,50964d54e4b075af19cdaa07,50961d04e4b08bdee03845b3,50961c20e4b0578aaf2d35f5,5097addce4b0f7ee4cc3c3d2,50979c2ae4b053f9fcf6d7d7,509543f8e4b07ba8c6377a2c,509541ede4b055b34ca22a3b,525f4635498e6f0b3c1d7fb3,587b30cfe309e107704d64d9,518e440b498e0ea5e1f7824d,5739df68498e8763680083cf,5ad6e8afc66666447f0a3abe,502cbc79e4b0bde7251edc91,5914804be075500e96a58b2f,591ae6e212c8f026800bfaee,5a489eac0a08ab1e8a61feca,5aa3703a1acf110b0a03d2ba,5a489e0912f0a962476b871c,58feeef33fcee826b9963051,4fcf0c4ae4b0ce2b62938230,596ce43df427de158fa99cbc,50baa87ae4b0465629f9c115,5845556d0593e151a0fbeb35,4cf0b25ce9425481e9f365c5,4fca5485e4b053b8ae59add8,54dada1e498ef1d98f85a596,557e669b498e3a9a119246bf,4d0e28a33905b1f7b3419e4b,4d91455b608fa1cd087d9583,4e0dfa7945ddc2c6d172e825,590d9434ea1e4476bf718da4
1,1.0145553407204853,3.0204565265706096,4.000476136242868,2.0210314467903094,6.02075419862515,4.969262045174365,5.9631582731930655,3.0065022147283886,0.99035562091882,3.0192834914524447,2.0102052628385625,4.99539137309986,4.957430689148992,5.014556956951113,1.99516543739194,3.9851974025456034,4.981733602628559,5.974297379501155,4.965593899355779,2.9868603170832717,1.0352489831554859,4.9483461872935415,5.989130876640706,3.9794305451836927,6.01512140508294,5.985728389087811,6.004340026783989,1.995352299111274,3.0188723628004177,1.0104365090587977,1.9854556356511432,5.995176332758236,3.956821730943682,1.0236320901568559,3.9919820791687486,4.018623059326148,1.03599994614868,5.026432823797542,4.965836291863565,1.0294679216926714,4.938644235717376,5.956187871368602,5.932167180810059,4.017919689440961,4.993236503127706,5.984723322264383,3.025697815400026,1.0550885130950944,4.988988534464451,1.9914545694073413,2.974026034037795,1.0027378437762198,5.003535754972944,4.974943680140403,2.994964778280158,5.954609785698079,6.000046339521134,3.974188544217303,4.990764882854078,2.9747935682523523,0.9965604874989618,4.995096219468199,1.993835880446007,2.97702447698937,3.031720155674611,2.0431838656151116,2.023700219548026,2.03888268054905,2.9699290813100148,6.015745534715722,3.0114133309332693,3.014746054270167,0.9806841061151719,3.9711231481569156,2.026878786578433,4.971116973535473,2.9920065916056706,4.00719771090727,2.9875645094110475,1.0100824438384388,3.014352733320714,3.9568777391252024,0.9904557903726183,5.950430966220282,2.008652109182382,2.9791238867962884,4.985543325688017,5.010236137439877,2.0120032772740526,3.9874953370811475,2.9556847088673917,6.004071161228698,1.9903954521752316,2.997416191741534,5.921302219987086,5.963601014463004,1.0142114271013907
2,3.99015175083961,3.962535963214499,5.96728076852907,1.032996898700783,0.9988826333128595,4.009407968732751,5.0099133901125885,4.988593046638631,3.0016402062089136,5.950290158201623,4.989544510001284,5.979341893522234,3.9930381074554946,1.9988012402099105,2.0100432118171567,1.0161202341812854,5.959609430476096,0.9999626218356064,1.0222435032193977,1.031806823577484,1.9996563035415797,5.9729284492711185,2.0127121901658422,4.993041204857697,3.955925215181401,0.9428032992764273,3.9849435135750877,4.012369467064375,2.991421955946599,5.943522170852466,3.008145843785568,5.99876093413171,1.0253301127141747,0.9881868482475133,3.993389356805615,5.972089613814399,0.9785029962900702,2.000459412332877,5.966753471959582,3.974397507828239,4.016157306101798,4.016983699842963,5.027051167612441,0.9895516255276373,1.0106381698569962,4.992608891544542,1.0029720690058634,1.0196479983135596,4.000254393288171,1.001997035155752,3.977554275474133,3.0053697734462967,2.0068839587092007,5.97251713342108,5.001426717976543,5.986734464253095,4.983028637762452,4.979444468822863,3.981531891106963,1.0308675867169566,2.997113349390529,4.959506052388173,3.993069581025095,1.0234466790446513,5.966203411956758,0.9910187822733285,4.992791656172502,2.9928790481652348,1.0029331263675065,2.985416313165784,0.9798182851666106,3.9855149432839836,5.977737910397748,4.997748240161726,6.0111067028498955,3.9978216593288107,2.028566974014878,5.984625927458538,3.003435513517649,2.958573908205322,1.989987823477813,0.999225250235491,1.9791559365735312,5.96722111891731,2.002104405025713,5.020341638639582,5.998700842612508,1.9972507720625068,4.991318949256754,3.0356044629393653,4.997737789781688,4.015767970456096,0.9924024917265601,4.99550180914207,5.9785533886237054,1.003763138833519,2.0197775886582816
3,6.005916780463241,5.016270574102042,1.0092576145439431,3.029102934969162,3.9968070265039746,4.948443253686879,4.002715031389874,1.0251508089539767,2.997834675283584,3.992537996284347,2.9933628534922283,3.9744963504052437,4.992552812429944,1.9983635862111766,4.988610504318968,5.989118534395666,2.0246471332528433,3.0205780443089334,5.068065863255304,5.038629420143292,3.0004284580402314,4.998914301207528,5.031196517360065,2.9894148643815406,1.0135006639592126,1.9734368368934243,1.9896349490381464,5.986623639648554,3.028065861506271,3.008852109597265,5.968099301689034,5.001298655578002,5.045595821386553,5.9961922627202995,5.958811970604223,5.990612271700188,4.031524672095422,4.002475458634716,2.0292975118626235,4.951198946871895,5.947440447657079,5.965164139771799,6.006639836578979,2.009647339309375,1.0199817444810297,4.023181951257127,4.994810764640043,3.9761059555422773,5.966420513607895,5.993525684592093,5.058327631540541,3.008727263575271,4.035040291311912,4.978649485420922,5.976368741392195,3.0129411649796207,1.9851740599630463,1.994400568671201,5.948053758991655,6.006621879907451,5.981629416794606,1.0566578163872449,4.9989122124303265,6.012820572526491,1.0303283871097983,1.0637145936890167,4.971328509168915,2.0199128210370043,4.0091530966130895,1.0724608481924829,3.0671837563879847,0.9829865517250704,5.944710125794719,5.905050384050307,0.9944446169190329,2.989804801506205,4.95042343546274,4.958699588763789,5.967294699781354,0.9757709739844489,1.0181859040938384,4.959840877332211,5.003121348298262,2.9621652212903897,5.943963509862639,6.011354025186324,5.967407520006494,1.0658724076787904,3.0034509010771235,5.956480192857976,4.928254454652905,6.002531909673772,3.025449274171137,2.965860119622884,4.955036433668141,6.0187517850104095,5.951635996649497
4,4.977814467471976,4.974573626545296,3.9777542641561574,5.961540744625933,4.0347139523073094,1.0102511285914964,1.0256041336086446,1.0275918170310527,1.990704213292057,3.9945809423384038,2.999102232692702,4.987236365489622,2.9718135829056185,3.0028364935194043,2.0541655934990293,2.0244796675300156,3.9750429362372426,1.0453326066613817,4.992841571289166,5.975898402552747,2.9881714862281252,4.001135054199834,4.994777909359865,4.957797350700124,5.949298408317401,1.0521180627497175,1.0175889409060115,3.0251511609897705,3.0377639542312354,3.9847750905744803,2.0137780661379265,4.993976785525183,2.9833186165187704,1.0389905119642697,1.054528890781227,5.019811828988749,3.014304966483971,3.0458393165974127,0.9987767582166724,3.04287096099589,1.0624731402986716,1.087180787550762,5.009636109017937,3.012122682551248,5.994135999845817,3.9766316887129745,5.978138405488043,4.00962370394632,4.0203073445046025,2.0338988928086033,4.004430322486032,0.9890673321565162,6.015523582354209,3.998151395719983,4.970592672865926,1.006374803921815,3.0118295437230014,1.021452993715409,4.016797286289347,2.0152280213160862,2.0159305336201094,2.97791510546314,3.9991204553644333,1.0695608264703977,4.966615142999561,1.9953703719556302,5.9967452704772075,3.962787454622504,3.9976777032303614,2.9914187510392662,5.955574183232027,2.00411935422613,4.015317457006077,3.0241037649889253,3.9616184587064707,2.98919666306958,3.001532719736332,2.0452388964908934,4.0141883777392176,1.00284532822952,2.0048087850387843,2.040636873678362,1.0244046529192254,1.0328204093094056,1.0286792634080224,2.0155483355394654,4.026210295372097,4.9833417594422915,2.014911687558319,1.0688964910597445,1.0372470585805864,5.022587744708232,2.999971239396133,2.9914924921771107,1.0386838767394266,5.049011776900983,3.0246304302610083
5,5.00526846417337,5.995436819019868,3.0129116246918017,1.0006718033393915,3.001883118473719,2.9922893857269592,1.0137643892450465,2.015286709746081,4.977220506716591,3.9871375212366824,2.020607524627864,2.9932707643200835,6.020345730742003,3.000741584892513,1.0409784990027942,4.973787765901747,4.000697674384276,1.0231688684460734,4.00523089645276,6.008332749866225,2.9947047513408465,5.969050055070161,3.992863434025166,3.0118846743775274,3.9809667914699096,4.957296326788098,1.0103062487913723,3.99414300701703,1.999387767227994,4.0238618849176016,5.960734189046172,2.051550739051503,5.991745117523673,2.0241073757574317,2.020587660353264,2.9988860600518694,1.0265696296745324,1.0103603676014892,5.985161394525347,1.0095310855630708,2.967935863109906,1.0075025983475006,4.999278049874857,1.9937373909468277,0.9873560259619008,4.025443378348554,4.978494552713432,1.0249591069251296,0.9891568267481547,3.991649402738435,6.011373916881208,5.964754250666113,0.9879094731893296,1.9623597743326864,3.022173045914029,2.011669698007875,5.964654554630481,1.9892115160465655,5.98587337636935,1.9869968017672308,5.97129869147299,4.978044182602202,4.988239943018078,0.990944153994394,3.0499138471638036,1.0413079609899867,2.0175805140354743,6.018269668884417,3.0155263571195987,4.040662938271201,4.986143203670432,2.9994242287303345,1.9899594313346438,1.9487929325989857,3.005117855586681,5.972709461488194,1.9902085207848312,1.9982519306566187,3.9923323779022537,4.951789053954888,5.990814895054965,4.939777185548175,5.982047800328553,3.9830334668982665,4.960679981183283,2.02382146364362,3.949942469742811,4.9655347844545625,2.0205024933437583,1.9977558894201342,5.92236674666098,1.0303443096338918,2.0160744692151975,3.0000532583422657,5.942836499980654,2.979072165665709,1.0181836079744717
6,4.957880922018571,5.003335483139916,2.0217626033748957,2.0052838053826987,3.9858802286534596,1.0806768789718562,5.018768795342657,5.954789562216666,4.983592452572578,5.024699053239955,1.0448404242441458,1.0592002057247787,1.0684735426089045,2.0226648346204303,1.9804674599283305,3.050042865374727,5.969823522940795,3.0106784810763125,4.009830506509682,0.9600402480966594,1.0782037509428677,3.01587946926431,4.023968701834636,1.0407180920250578,3.013669668096454,5.936371768596621,2.991291816426684,3.983265082202432,5.950710803241738,5.963445615436045,6.012567890938232,1.0062223034305071,5.976401591086006,3.0023760461231137,4.000617469352269,5.005417908322942,6.003590529064541,5.960336948498728,3.0133628940901462,5.95799240613713,4.998667481040667,2.9900698408325312,3.0240690869612235,1.0341743956475826,1.9543541739477028,2.038067047016648,2.0168168234940245,1.0394541486150577,4.018914504225436,4.989989552880968,5.013741299058504,2.0515294473874466,5.933714326336494,2.068262166099993,1.1001986446455234,3.0466190716884247,3.9742633606992097,3.9854733070229926,2.0407349300573014,5.9725902977747936,5.982325496287553,6.014238291216143,4.985053441387426,5.9595666500476785,2.9936741657317434,5.9373782854121995,2.01836668041875,3.973123938678036,1.0040523312918141,2.9799576015236386,2.9712405287861587,1.0284035080469716,1.0675822614891928,2.0548574767863768,2.018179041634953,1.0554053702857895,1.0409052187881151,5.980193971522683,2.015000533583227,3.0266101731362647,1.073678562638912,3.010471661994239,4.9806848546217735,2.086627376812182,2.051404732676798,6.010646193474636,1.0757896338812531,5.967039257865935,1.0500964741656582,4.982895221149743,2.0780360913570357,3.0125734503867188,3.9524510093619183,2.052328744356414,3.014383120261782,1.9631075881920765,1.9948543326669312
7,1.9920108004277677,5.958201375199938,2.9792982363007243,3.9837924944207925,4.000468982089496,5.931827512396104,3.9733401326918414,4.013150806659872,4.011549139404914,5.0080952436973405,2.9677028681371054,3.021364089389474,5.915103419005902,4.008453078688985,4.964339418471026,5.005719465718971,5.9460176674989755,5.948025754724576,1.9896235296826639,2.9885766300469725,5.993068410204498,0.9987723231089167,5.976780064771907,3.930099567939419,4.982431210873598,1.0710356025794017,2.970926895389544,0.9793023042894098,2.029308641263042,3.9959631347330027,5.996365697029791,3.9044860144935067,5.964137408489135,5.987286638166508,5.969041708350532,2.0353389648382003,5.014121694844219,4.01368046028258,1.9867022591995325,2.0202872730935106,2.0233980138359167,2.9941594013575963,1.9634605868220834,3.992973354514251,1.9924844160097153,5.897643154738817,4.017496289269473,5.996836906657458,4.994391216769907,4.0376403838651935,2.0201085411157225,2.9982276688543723,1.0327493501951066,2.013183932194582,5.946757190381438,4.938301951888435,3.001483122267637,3.9636406501077617,3.9872130062215194,2.9922501134102495,5.0061972880178365,4.980605157011574,4.005189255298613,1.040979246044687,5.953375697291768,4.992684759640873,2.0028455339978386,5.982537711470771,0.9786348962404778,5.9216026333116325,3.9549845138595776,4.968044819642957,3.9949748751420024,2.9803957946629107,4.980281840861913,5.943223167542263,3.9906437426405734,4.005563406001165,2.0034874363334305,2.0367833935059143,3.9993080257152283,3.023591725228125,5.9932831827956905,1.0027387738133053,5.983857847883014,5.952005566110203,1.9934732031490263,3.013501766385691,1.0063806752357074,4.002648848047321,2.0149111868813327,4.955431938130649,2.9736448622908638,5.950444965883115,0.986329316518205,2.008236102380241,3.986378883373396
8,3.9444241574277967,3.983525863584413,2.9628432474183635,5.008748219690931,1.0339411553620246,5.955603580770237,3.0162058220234518,4.976295881614362,5.025449121128437,1.0315724598358313,1.9774042589661154,1.021199129326341,2.9877483259505766,1.0277279744536214,5.936199956958384,2.0272167591562322,5.963935186677407,4.015425719650814,3.018356008655931,4.932622294678749,1.0346177651559776,3.9900612909784954,2.021051092363691,5.956601896391009,0.9992167245014585,2.969200796448741,2.968491513809586,5.944208266508897,1.0179002552006935,4.957304186224362,5.00012777223152,2.954949992999194,3.9880057597214913,2.9760208391775533,3.0007616759822944,2.9977794461529115,1.0752904748354097,1.999230767462385,1.9752989858132923,2.0374572732439358,5.999269505525453,4.983219856553523,4.002499367682496,1.025161508005488,5.951093810756377,3.977927455979721,1.0168446886094769,2.0474665382799038,4.028129521681973,1.0473671338408272,1.0070339498781284,2.008012273164801,4.0150161717074,1.057102060151664,3.0286366536688334,4.001310255834871,2.9841553290873613,5.936819854665313,3.9845820447850713,3.9912996865728783,4.986797184101343,1.028407367971293,4.969071281722259,2.0666519753830648,4.9292626491347855,2.947230233223604,5.942312726148803,5.937335762954025,4.926739923136552,3.942186021398327,5.935943704167421,3.9565183214270547,5.964678206172843,5.000697949317695,5.98330067974296,4.952855699796399,4.0283361993632365,4.007641374195813,3.944623411188236,2.0157348311140133,1.984647916956964,4.016644206283338,4.006008994471269,1.0424080672401121,3.9844359771310183,4.997931536896682,2.0286861727755694,2.0155008686074947,1.9835826623889687,4.99021071031894,3.0194977799585976,3.9983186547617455,4.943434494962913,3.980622167700047,4.9282602051704725,5.966997113862567,4.00529878510995
9,5.948927275385193,4.00774232135285,3.98617420763399,1.0122918722354437,5.926136212891418,2.0081273399471824,2.9923027962842292,3.0324023639166477,1.03336538995788,4.976100163329972,2.9843934643216716,4.911427346420197,3.005320227790634,3.961031801727253,4.974606424100351,3.981822919249838,4.001057976760477,1.026054469485237,1.0282135401440033,5.927553154418936,3.979838404851479,3.9540223420642464,3.0106180549682504,1.0237518246623432,3.977912130219684,5.904294958246037,5.924235292162397,1.9992382731103708,4.95737636968305,5.009456852042857,4.0064584177017,4.93936016592855,3.0235962768011873,5.94419709969266,5.9570537942229205,5.937931691986657,1.0423804472445224,4.962663035443392,3.9853261576886716,5.925018695541418,2.9632972126119945,5.9196629275781625,2.9883506893268352,2.955904457405089,1.992177381189164,3.009182527805958,5.921757600444174,4.9584750261013,3.956223106393901,4.9758292514211835,4.0005092815183065,1.027353652512435,2.953322828976157,2.9442785653574965,1.0326690254376096,1.0430185904454405,4.97712272957602,3.974310642427967,5.926884576553565,1.0304466314949776,3.026431847749838,2.045484845747131,4.000998975538487,1.9613580756724456,5.97993350106203,6.020445590578502,3.957367752699031,5.98697857806051,2.9512464008398127,4.98443967774579,3.020544520611158,3.9638789344498737,4.9640164839146,1.9712033601378793,2.9997475402275153,4.977999809415708,1.000055971532424,4.986450492737854,5.932107130854684,1.0302049820743755,3.0004672049001786,1.992060919118717,5.002273874594234,1.9847028696324318,3.9773227000169733,2.0474284563050467,3.9494717512231587,2.9934209300533934,2.974944640290168,3.9822643023996687,1.9961700779902865,5.926679180683657,2.99771134734309,2.0109657249590738,4.925230356799484,5.920391821755125,4.940603616017563
10,1.0669107920445864,3.0121288683362435,3.0291684129772225,3.973630267770826,5.947026089772007,2.0110545812460985,2.989674095980393,4.945454461085439,4.007917444269054,5.005819533531369,2.0410232816742937,6.016488578954021,1.0349960961156168,5.9808959737538405,1.0191024619326499,3.0017401541232624,3.9812240869577358,1.9554095347813714,0.9996743819587413,1.0344150302970458,4.99612617132137,3.0478205652292223,3.999925134846893,2.036368632409687,5.005620316433346,5.985114853795194,3.0064054000238527,1.0568991931765073,3.0029717716423723,3.0544217909531612,4.99897954988234,1.0327946466159883,0.9992519636304062,2.012072521607656,2.0125460902612198,5.02675613627621,3.968058247615545,4.973105898859637,1.032270561152496,5.980585553722301,4.977201725670972,1.9892659037206541,1.0567195827834852,4.95189451218086,4.9770921905279994,1.0190248097808317,5.001406793993813,4.9808058989939425,5.967443235518619,3.9962958610404082,1.0668673892669092,1.0574816828532314,4.978090191020227,5.9922124376243,3.017421687138563,1.0007262779075772,5.97259823090555,2.986875395580193,4.99794877685933,0.9862327557676083,2.032330938450635,3.9902339596339447,3.036947769520942,3.003473312680604,2.051888422898123,0.9997125673210809,4.033803603758986,4.991619161708554,1.0351802645431725,1.0093939709131385,2.034749161230293,4.988524509076086,5.046134761581207,5.010969881848714,5.992691003291517,3.012750625806795,3.9867461348811055,4.995065766959739,3.0487145354174072,5.019036156463564,4.002234158313313,4.971276274610831,3.0150794923328244,4.01194213803309,4.974903088444412,1.01585324301853,5.004125190614823,4.989761629431201,1.0522395058737948,3.97915018347395,6.018228971239232,3.990252790469928,1.0209396300353801,4.011218558669655,2.0462342502826076,3.998700999993291,2.991694029154508
