User ID,4d8e1cba6174a0930935c0e3,515afd2be4b06344fe3fed40,4bd860ec5cf276b084129d00,4bd0fe8520cd9960999c2e9e,4ebfdd999a52cce4f390494a,4c6d29ce23c1a1cd18681bcf,4b05884af964a520c2bc22e3,596a10e42e26800cfe35bb4c,59c943153b4e0073c2aa0896,4bdd45a2645e0f47f3346b19,4fb778a1e4b08bf8635aa592,561d242d498ed8ec10cd44eb,57f4a281498eb7b66be61368,57f879ff498e2bb7c7d1437b,59647578f2905e202cd04c11,4e3d4fe4483b04e17a93bad1,5097fc32e4b075af1ad0cacf,57cd1d7238fa90333eb87687,4bdd4072b0f5c928ee0c4ce3,59ca5b3a2e268023f33fbee9,59e4d487c53093308649793c,57ad526d498ea969ef3b375e,57846e80498ef88fd63c0607,4c7f6e33d860b60ce6ce609d,57ac76dc498e8198fc752a36,52f75b7911d23b0ae15973a4,4e18add5d4c062b044eac83f,4c337a383896e21eb919ea90,57f40da4cd10f37478f6ff85,4b51b501f964a520215327e3,4e29ab4262e17c3301aaad64,4bdd49edf219c9b6e4551210,5a594eeb3fcee83be02132ff,51d1a169498ecb3464e98056,59073c6106fb607961e92bd1,51d58a08498e7454226a1f05,4c091464009a0f471a13e7bf,4bb4ebe829269c7478d1ca92,4f3eed5de4b028ca5852d467,4e7e634fd3e3579ac2eed8e3,59919ac8b54618751d04999d,4b11943cf964a520c47f23e3,51098aafe4b0ee50db1fb749,4e2168b7fa761d67107baa17,4ad771aaf964a5208a0a21e3,4b6c6bcdf964a520cb382ce3,531b1fc111d2e82fb07d7c36,4c7af47aa86837040564154d,5834983c739d8554fbc51d09,5143a6e2e4b0fd5caf543460,5176b10c19a97326d9fd0501,4bdf79eb0d69b713651e66d3,5734bb18cd102222053da082,4fd340ede4b03b5ad9aeab58,4c1614a97f7f2d7f7454e368,4bf6dde05317a59368fafc7e,51b36d55498e71dde6a33cd4,581e34c4195c4b4b898b05be,59f4f45d535d6f6eee498c85,56ababa0498ecac563d35165,58024b11d67cc1f3ed066713,4b6a0016f964a520d9c02be3,4e06162e1f6e2110338426c0,5460caa7498e6f9983467fdf,4d7366144ab5224b6e1ccd97,5a3a22b53abcaf3ecd0ab03c,4ec806630e6158baff375ab3,530d3b2c498e64025c0cb3bb,58a5fb1146563a1ef30c3d9f,4bf7d4dd5ec320a1249087d3,4df2622bd4c01ff6b2e836ed,5552f3b6498e387914b727c6,51b8b1b4498e880f73b8642e,4ca88883d971b1f7703d15e1,5141ca751648f331c6ec4e49,53036f1b498ea1443072b1ea,503b481de4b0486977cd988d,4f489b7ce4b0d637413eb794,52ea2b75498ee2a8671a0d72,4ac518f8f964a520fcaf20e3,56f29237498ee1d1e1f5c6be,4ebfa1420e019a162ab0a58a,501acd50e4b0d92ed779f536,4f8aac07be77b15e3ab51459,4b2e3b5df964a52081dd24e3,514d7486e4b069b90343f581,595b72a92bf9a971a2a070be,5048582be4b05630681216e3,4ec90ac55c5ce271bf681ed4,4e763c2b62e1263516c55bfe,4c5e62d8857ca593c4b8cfcb,5817735738facfe51049d708,4e145b2c6284431b5355e373,58a41f340593e16c45b16766,50cf48f8e4b03ef08bb9d60a,4fc2585be4b0a3bda11c9deb,4e10757ffa769d21e9e43ccb,4c97aee9f7cfa1cdc38cd015,4bc5741cccbcef3b1491e6d2,4fdde5cee4b07b2b870d3b80,4b826aa5f964a52023d230e3,5a301217a3061971dd4cdb77,57af0153cd104c46ba26120d
1,4.9351921248327955,4.053409056547142,5.980816695651162,1.0798751494511847,4.943852640515406,4.927313894457567,1.0149806760107718,2.026918151989343,4.979526060912745,4.004653390727277,4.975293383928543,4.997403471209053,4.006851980338075,3.9832069615020775,2.002442960204978,5.958224347813313,4.921979849593375,4.9149674880738585,1.021367289542856,1.9792611054334892,2.016795472567984,4.941306012270924,3.0053875944662405,5.900749145397037,4.969703852924805,1.000480370074174,3.0424400321761382,1.0483932063313883,3.9918792615094603,2.985769235828264,1.0032412559170019,4.964343944807976,3.9890448935348557,2.021753698198826,1.9941236639456836,4.975547426280037,4.975731132592395,5.986152944684648,1.0245875971408687,2.989135071233013,5.895771835123685,1.0631926090459962,1.9920242309156582,1.030509684162996,5.029313305253711,4.016054059794226,5.9345498217387025,4.0185340344626175,3.9918468226338364,4.983926445050777,2.9824456965310286,4.9386994503055135,5.994131385442971,4.955007404543052,3.0075209007476045,5.970571276620102,3.0161760255314896,3.987777028043457,2.9919846531329624,2.998978082116678,3.993627507479755,3.0380086074686727,5.90071345895819,0.9938990122481028,3.0010183766412255,3.95235766875652,1.0432076622661612,1.0373721411292456,5.949914882376446,4.885607704159754,3.9708159460553043,4.003702502651327,3.9999133816591206,2.9833631876099798,4.006390011235213,2.9919522667566607,2.916915375310075,4.928899296409905,5.0074346417319715,1.0032357859371226,1.0526965083322457,3.0184644295104013,2.9789760882348046,5.89453105800348,0.9834329567747084,3.998633307243513,4.978538426268054,5.994165901161179,3.0086333038780015,3.972303127923819,2.0726287766985685,3.982512085951,5.96010608122428,5.969081394031366,5.991713019683848,4.995274406557885,3.9918173919431905,5.910992091953608,5.980667735285662,5.896410053001777,4.0192556711493,2.9869504640604703,3.9898227324270557
2,5.012468340604345,1.0206251745094335,1.0196540929320692,2.0358767853933712,3.9948123871567387,6.019167970758139,5.989176574859561,1.0410703952323348,2.988444266247833,1.0209406364991023,4.983403299134209,1.0138699932262716,4.02291154017784,4.026662307124923,3.9735675776066297,4.999063771976311,5.001816482869458,6.029802287709032,3.977130775107065,5.988820413442127,2.04159316090664,5.016665110180753,6.0081421000949895,5.9955777232409275,4.984907988867837,6.001659339021796,3.005010694136019,5.988966060277598,3.0275968564481,5.001988572679773,5.9876144728082465,4.033931472636612,6.004958449244156,2.9914150598762794,5.010464080858091,2.028027533551829,1.0217032715511718,1.0151541513514282,2.0051002398097824,2.0332170043732187,6.012419787816148,3.0411139711843247,5.968663607001909,5.021629701916989,5.010301407977038,1.0420533788138893,6.02139715427255,3.0339802080590785,1.0342992631726537,2.0295784916039166,4.9878701145946245,2.0173553726376907,4.003859174611465,2.030937017266756,3.0219085215623513,3.0009919114392654,6.008996838680559,6.009861223128741,3.0514982776127484,1.0289115032495912,4.007477314928176,4.998199275679313,6.01531159249496,5.9944040530532,2.0146343248776395,5.992132774493291,5.994310471287941,1.0199780276246266,4.00038767268813,5.9942772489718585,3.0181576476324152,2.0309938905374647,1.019584397627061,4.032183880693902,3.019614756312712,5.973888147757274,5.997492382371818,5.998176681371707,3.997800127452741,5.01954040379616,4.996557633506361,2.0129756282203073,0.9897855518748981,5.996317583590926,6.003275606664146,2.0118756478795157,0.9743680249480717,5.0207062506041344,2.0055746428461787,2.9963035469933943,4.035921196467777,2.028895048343299,1.027587139978686,4.986240931992425,1.062518273615452,2.0212418059197392,3.014334190805346,5.989344838943798,5.005948972751573,6.045832270303915,2.9722094805395844,3.9863690465160486,2.0255691394357394
3,5.989230853614226,3.989947882030878,4.99490419018679,2.0173118535432764,5.965631427955762,3.0602806270528307,5.9919814919241565,1.0028690724950047,4.969667412406739,4.964763541621267,3.0048318962147094,2.9700431419219067,4.017418993766271,2.9811124235353845,3.971825879697881,4.9856110293863,6.000908965531903,5.003483030446195,4.955582044558268,5.978103870370704,4.038174866763172,4.97770778731598,2.9866237702248446,2.04547734692839,2.0135284032371423,1.0665726753861158,2.0137485240484607,4.006645053098949,4.0074895148180385,4.0130362933287405,3.977471386673637,2.038876867421883,4.98906613328067,4.963701759750689,1.0091925861832076,2.027133743067517,4.00185816185025,2.99835468461217,4.962938549789308,5.002597019965503,1.0584376724140325,2.030275276921659,3.987927081316113,1.0555127745537178,1.047902444816644,2.011085059630584,3.0639213869485786,1.0154177361893855,5.005201707080377,3.010973909175037,5.999982491402886,4.960595590421569,2.0040718100274675,1.0263829370382718,2.02593321113455,5.976885044830931,2.076793033560353,1.0188242354843555,2.0170096076052033,3.0055821296666023,2.0311934167303045,5.009054198938727,2.0595251858753514,4.977389147567472,2.9878824566829087,5.01891502321395,1.01600234492625,4.977283765779621,2.009543287475327,4.9984097736840365,4.996050662752587,2.0213053919620587,4.93636934879822,2.0678368235650177,2.008796067468664,1.0188501769316256,6.013186001882596,3.0192557780030667,3.0015601367639033,3.058019179503016,2.0281696823435302,5.951939527026828,1.023862827070679,3.0257652837339792,3.068819508248663,2.0272875774282504,3.005898998021163,1.0488393220139902,5.943752816088766,2.0725165911058303,1.0354735122470116,3.011568086801204,4.95122728958388,4.999657591780183,2.0224776498306145,5.951816994193411,5.98904463880794,5.033950497155627,3.0097751382099256,1.0616856929706255,1.969457940476738,1.0532523875188813,2.0452221090671845
4,3.995750017608785,2.9692801806852827,4.002015116232219,1.989037517922607,4.951847625107359,1.0466067138214292,5.982188615628449,5.957479462469587,2.9984211266650886,5.993322635489536,4.951282478748186,1.0040510537500125,5.987261652511502,5.01675554028992,5.951468223186021,4.983056540529884,3.007910128287668,4.991198487624497,2.9847377068327736,1.012577766181673,5.024626365071189,2.016234283900471,6.00381743596451,4.029614785889878,4.958140142433465,3.0031338746771272,4.953981793300629,3.974862638673947,1.9958713092249774,4.995158010050447,5.97881175643181,3.99156822859861,3.9874474471606653,2.999381922339131,4.006402626464542,3.0015401437691303,1.98811993023318,3.0137479830294676,2.988736461332499,5.001129900070685,5.034990563154061,1.9943618847900058,3.976900702986782,5.987162966030716,3.001238054970023,5.988762648679423,5.0083750692718905,2.006069118632243,3.996666577224674,3.986241142684779,5.003757482614354,2.9828097120689216,3.009198133194132,5.001907944688705,2.0311215066557224,2.9940905070607586,5.9897391172688925,1.0324623819791032,3.0189631036144418,5.987325820166516,4.965861521581225,5.995722542233214,2.0464268923913314,1.020696055339358,1.0187604114169222,2.999357416160552,1.012725377413659,5.956987259362877,3.0347720527205255,4.011505693554199,5.962161686746953,3.0351172858833224,1.9926997266856952,4.999555126091732,3.999207915235318,2.017856397560047,3.98615692621809,1.0439811475215732,1.9970207210089237,2.9869211127042576,4.994487872811633,5.985269442462759,5.970842480150743,1.0206530964525662,3.993433055760662,5.9949154083465,4.961359143161238,5.980898685086823,3.9958319818766235,4.989219623064967,2.001287143007401,2.982050915854783,4.011719588175767,2.9894484761773485,1.0391221960972392,5.966948750995187,4.972556803583625,5.005353215532896,1.0094439852616541,3.0463747333662514,4.97479748256326,1.9970063753963434,5.9836627152353055
5,0.9962000441301937,4.964314265008715,3.986300339922229,3.99647228063066,2.982545688763275,1.037728243977,3.981476012262818,1.9463147021490983,3.0318001931753638,4.007856026071621,4.9775671587428,3.9934018338493065,3.9746430161926574,1.9913426271624006,5.956863509541731,5.970267161215366,1.0412208955244835,1.0018537512549663,3.0091578366643734,5.984487121002653,1.0332391365791387,1.0158566618830913,5.942711811940577,2.97445351084862,2.9669834553628442,2.9516589914839746,4.968865217298273,1.9861377382439414,3.0104119559224136,5.00313821910637,1.9674791738098152,3.9646802451923815,4.982591808238112,4.996817250164588,2.9696982195117925,5.946188489603852,5.969843487281324,5.978046597488214,2.995540841442202,3.9864011904904886,0.9718975833206613,3.9921690318660414,2.990908138966998,1.9829614183894892,5.980265931675264,2.972596015184295,1.0235350930366898,1.0005902979892978,2.02614952480666,3.967633657856373,2.9954539458793055,1.9840266492894094,2.994287297438701,1.9659439393418765,4.967942350157745,5.979772650316747,1.0119963569619164,1.0250880666699265,1.024139212952715,4.9483161464453005,5.954614919287359,5.9923509990206885,1.0158212197196739,3.9875727630885085,4.0025333234198195,2.018059530380661,2.0139403785508816,3.979128700362966,2.008822362473348,1.0261815473788447,3.9731683768706922,2.02704249569862,2.995996676837763,0.9987129246598987,1.9913647731222217,2.0117530383404594,1.0013915099461448,1.0156161029386528,3.991793163864955,3.9944825844005836,1.0018928503678501,2.019841333426073,0.9474822020414004,2.0089921178701164,1.9697359171236544,1.0130852449544754,3.9516407177430715,1.997456060292387,3.006395686833781,4.98411551471383,5.993717073600565,5.9723173603366035,4.0098000903432505,5.991632013913692,3.0285102852165657,3.9877543699504248,2.032316633665002,2.979301143973756,5.986824496331391,1.0059429885476994,5.9377448434622515,5.939758171102863,1.004716787170056
6,2.0035434169152735,4.998961054872911,3.022961182256815,5.002056957860271,3.022406931253011,2.9845663549013204,2.972421758016788,0.9972602982369558,5.966310007598846,2.9735602961500964,5.9751421062002485,4.952552886542772,4.977822170445714,4.972536951419004,3.982742210149604,5.970968104757231,3.9891728042787613,3.001395662509186,4.945551015727235,1.9849278842133997,2.9647788162847313,3.9947084471260594,3.967317716134841,0.9965269655334272,5.000206530857347,1.9942136187007213,5.9743336545771895,5.986940278453007,4.985772810685167,3.961391966339808,2.9872692214223067,2.0157030566421223,4.958702742123464,5.97025869130179,3.9850865033874108,0.9920400388587391,1.0133827126349542,1.0156989305964212,2.9853664836934035,0.9966180546263526,1.0225217992206534,3.9978295549437104,4.986740469552039,3.9796817580289745,5.012027214783499,4.974966005730675,2.99789029182462,6.001435654282916,4.97116463036188,1.0326946573327125,1.974237366837129,1.0080645562222568,5.9850120761257894,0.9919209019484703,2.004418495225713,3.9697351138790875,5.9556981525731,5.963354446128448,1.9961698648042965,0.9900503898746531,3.0141215993531336,5.977326236414504,2.0148715788937706,3.978601896796442,3.975917771929222,3.0191382529814295,4.997977723926443,3.9731213348850503,5.9687431402548885,1.9915646887567808,2.0109084960382675,5.965790070692687,3.0093734928654827,2.991637360815595,4.971582227698866,4.003805547008758,1.9915885579697195,1.988756861740745,5.992557397549574,2.9877474862190336,4.975803289462851,3.951952259177179,1.9901999052973656,2.0170163208139575,1.0262039342181413,1.9718123707993875,1.0098640660696474,5.000963891097001,5.957195489920988,1.0185999095741312,5.974866931681531,2.034838919185713,4.959452032904003,4.022755938341803,3.9733014264165325,5.964965119849362,5.995438397425657,0.9966162095913904,4.977983489563334,2.0146389730376417,5.961643990985691,1.0255802918099182,1.0122893592304543
7,2.967292322540964,5.9686379651348,5.9288072746394995,6.011495192684167,5.9499228621494185,6.0217454448344885,3.06529826285775,1.9954625846520797,2.0177915477774917,1.0093464894183737,4.956411697891924,2.009219629423084,4.015689112988749,1.028359229617192,2.9949223272088368,2.010190033444884,5.992982971784803,5.951508606801172,1.054190723587848,4.072382763602675,5.013887533009328,2.0264923747692305,1.0754220637775624,1.9759102760461444,2.952980011489706,5.011159423064919,3.9714541747646157,5.937717306380323,5.9579013295842,1.106910123380092,2.0084064509627257,4.993090346555309,1.077485017517617,2.057421612314231,1.0660926759224294,5.002273100136783,5.990427226092072,4.014371618645793,1.0514951994946005,3.007285732709123,3.9579625464754353,4.060122594617578,1.0312295694437394,4.987609108126706,5.990322340794535,3.963009103842809,5.965881914616726,2.961677492321306,3.9770138093284952,4.0114564633802505,3.0342143701148543,1.9760050053690237,2.0099084777258502,3.0121881411570643,1.1089879205793607,3.016617808981817,4.981994810672119,0.9865179290937873,3.0305438670236935,1.044066095986131,4.997645806433244,6.018239419814576,5.03279504181543,1.1150834735759036,2.023401619310855,5.976160117313132,1.0497194957601306,4.965396974239299,0.9894031954689826,1.0700656297961024,5.962472748822796,1.013892669965026,0.9848661989459213,4.957734621000684,3.960780594355744,2.025461778344944,3.0354664546932444,3.077964492900176,3.003807789631192,6.019232036700327,3.979268033353594,1.0103349610641579,2.9219959694032616,2.024784283951866,6.011457168076779,0.9953998183737005,3.976536382596416,3.9153074714281977,2.9763855364490173,5.985394307832593,5.045477442707608,6.03574711904297,2.965416224839164,4.98819104082154,5.0187264542948355,2.99842344235254,3.9892899193376534,5.984871241967057,6.038848446365655,5.986689779518232,1.0315102719693408,6.002296634014192,2.986991948097428
8,2.045259829809584,3.9746462722091285,2.9970753671101082,4.944387240267636,1.0548792494318069,6.0068674480298485,5.991500529375855,3.9920636429550163,4.005348801615797,4.002621847772572,1.0447459295766222,5.926540822509444,4.998882585963533,5.978399867248894,3.9948998560466586,3.9931531748724693,3.0422769349452046,5.00563926497266,3.007501350869021,3.988848154099091,6.013580456075381,4.992052372929247,3.993907665640857,3.9921292496904184,1.0306937493429027,3.99805149442308,3.01016780462481,1.0737459369926676,4.026060498074093,5.984720531001932,2.0414686117214202,3.980125860910444,4.983748922516798,2.0264824682204075,3.9824660015321447,4.962917444618603,3.972627309165429,2.984429964654066,2.995981048233866,3.028696708759746,4.993720498430872,3.993973354492037,1.028585599972264,5.019785949503649,3.965385272109918,5.967927247961734,3.065663554785216,1.0576701833842774,4.019788870384796,4.990118339433566,5.014959764255014,2.0106202670457654,3.9912869263915405,4.983242585232465,5.928463804166276,2.997144782418424,4.049653384658934,2.0032617485104582,4.003949272105557,3.9882031277855137,3.9597369682078947,3.0282953630484366,5.980297088951707,3.0029967191758358,2.0143237556842464,1.0696312891569564,1.0157547633916737,3.0265127712000703,3.9953948318452737,5.00420101811646,2.054992563643506,3.995391427026901,2.989066002164311,2.0521961367249153,3.012957896220658,2.0206043111984187,4.010973350177505,5.976829156217571,1.0534226008212633,5.9576367228747955,1.0694402137442198,4.029653887869691,2.0342317356821473,2.0251781500548334,3.039621212899942,3.0175086269080507,1.0382558354592475,1.0564265849296492,3.0232200228616133,3.9941779469906242,4.9605549115112835,5.932800117062557,4.982217938418859,1.0305885735192457,4.973098666907612,3.03053183120084,2.075862909778577,6.00626829169737,5.944045356824326,6.001860476760434,3.9646983717243773,2.9897497324128546,3.0491376809442166
9,5.003080526847485,4.987280509932322,6.004633064283642,3.9667510408814812,3.9729992466240223,2.0127895629895938,4.97188758292274,4.982685202424449,2.0280861587630135,1.057336044051378,3.0023989217157583,5.019743145094562,4.986670050440681,5.97374412752947,3.9799717549446982,4.04150717859651,1.0369659024917754,3.9716838670924313,2.989128545735003,2.0161624435091112,1.0107847410213573,5.998206227862275,4.0139764493636205,5.007568617844121,5.986222006073444,1.9803855238108647,2.984958206493211,4.945049888116573,4.990325986746784,1.0549004522198433,5.950469811372145,4.98681338509598,2.02892904646734,1.0250761904804828,3.9709960157191566,3.0207909657837915,3.9832298886362714,2.044395934465559,4.990981972016115,1.0446713844047433,3.9981129781231513,3.9772494558955276,3.97628647786387,2.953217046181739,5.992684600453254,2.984032109474725,2.997861736891103,5.97910812183544,2.01774008878626,5.976003863693246,1.023598474057981,4.985086869808008,5.00478499615459,2.996705471409107,4.021127863837856,2.0561239892608265,1.974386235165412,4.02551193423955,1.0226918104713212,3.008396544032437,2.000825377765534,2.0106382454728835,3.0198451630984313,3.018728139639319,3.0319922895966926,1.993708162937846,5.970235175008366,2.9812342326955115,3.029454685885046,2.022977975030719,1.0046451952825914,2.0517797957182937,6.0157352369371395,1.9959138146165916,5.964491020190248,3.9898537057321333,3.9816048311522803,4.004550777162178,6.001502948966706,1.9770255187937409,4.956478763702308,4.026247186076413,5.944739327012889,2.0522923760800618,3.9666256124336856,1.0241276497326994,4.988748209049248,5.989196188399049,2.011631733897958,1.0186611947922426,2.9787463136867047,3.9913947695568095,1.0595804354417484,3.0357259665855247,1.0536508130152429,4.0202909815776,1.013157920774201,3.0045891251492973,4.004295259510499,1.994149160834139,5.987880097660042,1.0108117616813852,3.029999392026608
10,3.0008255274671214,2.014338177437248,3.994997988474428,3.033548103195643,0.9720833280597456,2.966281268415721,4.046370479627305,3.0368061399172537,2.001971756038458,5.0130742188230535,1.9592583694658514,3.0250432645085206,6.0121676346032045,4.040372172939177,1.050918749572154,5.993266568522811,2.9398210155706175,0.9870195703015288,1.0031313638465627,2.9791447042271963,5.996914266770808,1.0117874965504288,5.994390842878948,5.999302637948457,4.983368029059447,3.002722742468346,1.9945173321747214,2.968335034993901,4.002671924622203,5.020929169327705,4.013924798155242,4.998754516111979,3.9776436620413334,3.016908652081618,1.0052706120929131,5.996388958259256,3.984701439213658,4.007907248334942,5.027774851224347,5.993858665515026,4.001684423752073,3.0361630386052623,0.9921108637552525,1.0307371626303663,4.996939168775692,3.0235076704803063,4.988642518348482,3.003327643805738,3.003047243125266,3.023239491082097,3.997241362466841,2.9960815818289928,2.0059803088344026,2.001796943131006,4.038842945700452,4.973157648569475,4.998109196818462,5.995862649260934,2.0010343699197812,5.995775589235246,1.0505697051225082,5.974053328239734,1.977984461220762,5.989099920508803,4.99066503650471,0.997196829338141,5.033876054592703,5.977068197632246,2.9978818741230358,1.0031344431205529,3.991656638631813,6.00976615840707,4.009539193093243,5.971896326889844,4.99317444237339,1.0188104592872342,3.0253855600458843,1.0108773095956973,4.990301308417153,1.0484726243259277,5.001794824150652,6.008825174333769,1.029539664942448,0.9919206313499802,3.024073666197259,5.971940248221024,5.9880120848953595,5.983219836172408,2.002358100545206,2.0172745695280234,4.0103313239515535,1.0244408584962992,4.963999933042922,4.957262738954009,4.0013617872946785,5.99630265034352,1.9878118995686616,5.95411286805773,0.9889799639312775,0.992309332002792,5.991801653463432,1.0008313112296332,6.002812279572919
