User ID,4adcda50f964a5203e4121e3,51faddf9498e8f70dbc4ecac,502f74aae4b0a20c88e42396,4d8dc98bd4ec8cfa2cd16189,4e4bd0a2d164d2bc73b1b517,5791c215498e9ef3065bbbe9,4fa8f069e4b022fdec3a6e64,4da9c317a86e771ea713051e,4ebfbf0d9a52cce4f3839b4c,53a45fed498edce8c3127d42,50183eb2e4b0da44820460b9,5278c40f11d2e060c201c02f,4e0e948ac65ba20da2226732,51bdb707498e5023ec45fb66,4d2b47243c795481a65de79b,4c626374edd320a128d3ac29,5022df04e4b0957f27a90245,4dfe1980483b96a3aaab6866,5031ef0ae4b0eed9c4bc8a2b,596634bfca18ea362a9b48a3,51cabeaf498e8e3f40d798bd,50fe7477e4b05cb5867115f8,4c24caee905a0f47c74f6060,4adcda56f964a5205b4321e3,4adcda53f964a520694221e3,4c211b3f9a67a5936c6fda87,598f50d8a8792107169b9d44,542ea9a6498e1a4f902e8b8e,4e675def8877dfcf302031a0,4dfb3c96c65b729732b37b49,53e656f0498ec1fa4dbc51df,50333c83e4b0d660de5fcae7,53f79283498e858857543d04,59c2091b0d173f17f300cd06,4e5170201495fc2ca41b1929,56fe0bc0498ef6ae0be946a8,5048deb6e4b0e98bbf3aef66,5135aade19a9f82f6bd1ecb6,4d5f95651ee8721e0b37a021,57323b3b498eb4d8035837c5,50d365f4e4b08f489865b97d,59e33fda9411f24b070e7428,533f155e498eb244ee7a2582,5320c7cc498e711dc70ae803,4cec74bc82125481a9bb59a1,5790d0b7498e249c95bd8eb0,5992117ac4df1d0c188b181b,59bcee14f79faa5f1e2e264e,53c2bb30498e1bf3540219b4,520960eb11d2a8b4fa263582,4f122e1be4b072565d84ae09,52ec3acb498e603faac1ba39,4d78fa2bece5a1cde7d89da4,4bd1ec4f2572ce72755111ad,4bd1eced2572ce72615211ad,4c93960d533aa093b83db745,5999a2fabcbf7a4289eac3ab,4bd21d0cdce0ce723cba9f28,4ecbdf377ee5319f99f8c732,4d9c288f6e16a143d5a597b8,5992fcba5315936c931e3d55,588f89aa65be58175b903c2b,4bdecf6cfe0e62b576f70506,522cd9d711d259a00699d3dc,4bd1ec492572ce72705111ad,56052a9a498ee6331d16e5ab,578c7d48498e14ebe849e9ae,5068241ae4b05564fc147a72,578ddeeb498ee4b0f5b79310,4bd21d14dce0ce7241ba9f28,4ddc32d7887775ea9c3bea1d,4e29d8c17d8b7deda6bf0cc1,597dbe668496ca0b43ba844f,597dbc6659c4235cb53fe2bf,5783d110498eb1d315f1a8a6,4dfc9702a809d61e2fc03eb0,5705666d498e0480a068d935,4c5aeca204f9be9afef2f260,4adcda61f964a520a84421e3,4c7cad69f56a3704cea50846,55e0591a498e164ef2fc901f,4f8986dce4b0e5ed74829cd9,50f2a29fe4b04c1751e9973a,4e296c831fc7f0a6e149fc32,53fdaadf498e6664d52c53bf,4cb0977caef16dcb6523b254,57ee908c498eb3d80427384f,52ceb86411d2ede213b6a455,577bc707498e9c7c884b6bfe,4e21eb9062e1964dbb6c7ab0,4c1623bcb7b9c928bfe6ad37,503512d9e4b094418c637211,508babcce4b0c2bf3f53f22e,5341ad91498e414982ea8a18,5572eadd498ee60143f6bac7,50693870e4b0c318abbf1e7e,57bb5074498e415d998a9d61,54dcd99c498e5eff7d8ed43e,59674a04ff190265e8d2b5ca,597056f935811b1c18505423,4d9b4d24674ca14361d8cf43,4c654e7fcdb6e21e15b4343e,4ff8cd62e4b0c98ddd82be32,51cee768498ebe6be9d6be71
1,6.00293164879057,2.0221696997932193,2.9980654983794204,2.000901224589758,4.985232978811919,6.016629340850326,3.0272041369757083,5.010577040951743,4.039705615132906,5.025816898009998,6.011461754447293,1.0268475124712468,3.0186805979623017,2.0112808662742396,4.9917273143073935,2.0041858900848526,3.028049036840731,5.030457515280025,4.018629869911598,2.9920878237199027,4.003651445403045,4.9972017601369805,1.9989788228303478,6.015482191113979,6.019667433104637,4.986413889512959,4.036844429763136,6.033583324732451,3.0029028005208547,4.985717015524122,4.9946617956975725,3.0179341599965825,2.002979139400418,1.999316289828193,1.0027927906403766,5.993409705411036,5.001080356084561,1.9925084282816006,2.9823003427238577,4.997289642764779,1.01538881325386,4.974817767505076,4.017618272330287,3.030520507516429,5.978237904086592,3.021269614235947,2.034129271917518,4.9987456062284625,1.0029988707476791,6.025214814880546,0.9997381545977744,4.010820274948498,1.016565083459576,1.0510077549827819,3.9902419939485467,4.995246221299627,4.978057976021545,6.015734483287088,4.984746188618201,0.9934156938253742,6.001387743839066,3.992317186572391,5.974192189704046,2.035640939709566,6.035348829163961,6.003832210429142,2.9767016994311764,5.987342905632502,3.998054038951898,2.015627626612227,5.00583283295554,2.9940047025486543,4.000727933494924,4.999389764690797,3.0006796097669026,4.9744178067306315,4.985440379913667,5.978464090788372,5.991548849375578,6.006431867973685,5.993086583022414,2.994885828432537,3.0281934225778904,5.98649791729573,5.0204414277924565,4.0149462840000565,4.025148126665895,1.0161765081130185,5.010517161917431,3.018600893721199,3.0290407312409933,3.0052713800041495,5.01763030420645,4.002678903215477,6.029280114598674,3.018336061094297,1.9999753311004707,2.0139540378733454,5.019826524788358,5.02850413566926,1.0207932758350986,5.0010898127265975,3.0102756660035,2.010795292102219
2,2.010418250241706,5.947846782350707,2.9794526251162003,3.009903249354796,1.0114776806624004,5.966036568732893,3.9793319394024054,5.973247357999851,2.01467235294323,1.0153833613897605,1.9853487181688951,1.0123347779915697,3.977689966459685,3.9733605902149396,3.005359840256404,0.9631683667758226,2.974787091483846,2.0154927410453087,2.9751638219667713,2.0265549410891257,2.0096084090919426,5.998695720538578,2.0193228998577637,2.989757272330489,5.969342442849728,4.9834588933743085,4.955241685329315,2.0060222277900905,5.967040878570363,4.9755550780050095,3.9905004856119968,3.9861197026195763,4.974906830981418,3.0284956902166758,5.9593118463196975,3.0170011385794866,2.00954686443275,4.010604502600563,3.986378989270264,1.0100928238600413,3.96274778296788,2.001774768016525,1.9865422807015332,2.0421586680885686,4.94558531574605,4.9709027902301255,5.003555999365681,5.959546468559744,5.925252984280267,5.956717394985167,3.963374437377832,3.9557701983067854,3.9943150217309134,1.0149600649556243,2.014822897266981,4.999712074474305,5.993891286453094,1.0287813260549812,1.033843048828539,2.0163177860875003,2.9747189379841377,2.049045965486128,3.009661562154649,2.9995178602762196,3.0004296532258015,1.0310389886715456,3.9651200550217878,4.006555620008975,1.0009849421383017,6.020550946231687,3.9800227084105275,2.0024487272493348,3.0058574215170397,1.9968386950960504,4.963849559681737,5.965641698400396,2.0121723341575026,4.9698055449342355,2.978769710262847,1.031751980822527,3.9629652261754225,2.9704662680008584,2.0281821924885564,3.990154591401918,0.9903331265094781,0.9972652114885165,4.989955246363238,1.0325088813809735,2.013016417351028,4.001252049488046,3.9716743972201405,4.987332060719844,2.0082218879971983,1.0044914716375408,1.0525728449308134,2.003735286045677,4.0070496848499575,3.934080434679587,4.980040950651324,5.950418575857503,2.974439113284679,1.0012493373735656,4.019157736264922,1.0429484841879466
3,3.0138138856952237,2.9956710048622424,2.0392946815163175,4.98331855284712,5.974034778302474,1.0356476869075482,3.005861565510493,4.020169051766516,0.9960078100716958,1.017105002170573,0.9884230495434689,1.0435222895543652,3.001592285852527,1.052308078403541,5.990565181713942,1.0349962299329314,1.9942979021812153,1.9780464734413892,2.0242183006339936,5.966232879092685,4.96826994719141,3.0080959880488862,5.020559254277503,0.9804574504010968,3.015583728286944,5.004188974235655,1.009946992788597,1.0582945112792057,4.987779356278969,5.969524185109295,5.007600554757548,4.005674779429788,1.9729688568136992,2.9924633346197838,3.9915222941125363,5.960502056562664,2.017021758998579,5.962683593408068,4.9882543837499,5.9713374047127,2.9767994773604904,4.998697984450014,1.0338568863552395,3.0021201323153464,2.9822005731118644,4.005002109852249,3.028183053415522,5.004334349587602,1.9928250633048428,1.0149981961896408,4.96844636164205,2.0222153287662206,5.998462401814276,1.0674775573549944,4.984157697303015,5.949136149951807,5.96594078702273,1.035979843622485,5.992175578151899,6.029045132518528,2.0187921095720402,5.980553660054643,5.955727379859501,3.0073699551182402,2.9951672721238816,3.9940912122230543,4.965961177998601,5.957241192713694,4.019571286635099,5.989307053594083,0.9893406694058049,4.984179123841073,2.0311454884946416,4.99448313139438,5.985059609757469,5.951007046009752,5.968241349981567,4.987089671305785,2.0126921893426575,2.0025018163636146,1.020753868790914,1.9858320540580283,4.068844686655275,1.9827948894561145,1.0067376813800797,0.9854664494172982,4.000641312886609,5.0076431209477565,1.0096578426475906,4.007451659636988,1.9863852581939394,3.017659335593482,3.024413049302344,3.9770234824474686,1.0059596420182677,3.976571610538588,2.00715137882626,4.993448236995585,2.0100084703209182,2.0036744497792003,2.0240733269718905,3.0195527808423903,4.975593980049313,5.996024211127581
4,3.9995083615971714,2.014583335861786,3.967579734117713,1.011198831742088,2.95611018820408,1.022506305628585,2.0083312724159468,5.984920962454668,4.986907689331064,1.9943427500684003,5.980514648533055,3.0064737316722914,5.946766828959722,2.982963544615258,2.9905346244044333,0.9820954747532182,5.961541600321798,5.988629407514958,3.980194269304317,5.965260019862558,1.9825342028542408,2.021339499974718,2.9619474663826777,1.0568111479296345,5.991594680738078,2.9687329871117902,4.981586506495349,5.96948396776431,2.994308489512412,2.983465727424899,1.0285006005224333,1.0107767341730938,1.0037064469388453,1.0419287662995442,3.9541966901872287,2.9924436042309006,1.0170785252605152,2.9916579150501774,1.9819041969129452,2.978745007248561,5.94804437304443,2.0001959698966005,1.0493824502707505,3.011960925177862,2.9741626667709467,4.9999408616118375,4.005685275412124,1.0136523733241911,1.9850608361810023,3.9953557787433702,0.9959336173056879,4.98202356193812,3.948817530226254,3.9864417206717295,1.9939783661398005,4.001688651791073,4.973773509644633,2.9918068252391468,2.014163132946124,2.971995152410466,3.0215304807579018,2.0058748014478405,3.013817642399186,3.9736158139784212,5.968562714168577,2.0163101975703066,3.9450631838475427,2.0220453404511893,2.980948052359887,5.984106875826969,4.990840227909431,2.951962014735339,2.0359415957547045,2.9848958168853557,3.9703604260655263,2.983464392962019,1.993125128776967,2.0027312067212675,1.010301827385824,0.9956900185018651,3.0225292468104676,1.0065598323564526,2.995005433510629,3.0056326339292494,4.961120958175537,3.00663673240647,4.014359474198783,2.000946875416741,5.996213078473466,2.986706196333331,4.96178827128803,1.992289214664144,3.034893766401504,1.9888837790387683,5.006406337270308,2.9980930410006144,2.0168574852946732,2.995534751200916,2.994617179581385,5.970181845875599,1.9933473976211948,3.978926486353067,3.97634903056549,1.9963731970412661
5,3.0479079812565684,4.022468397294023,3.037318424051156,4.018662966533345,5.953954124429911,6.003856216263248,3.008151612074288,5.9985738666449135,5.952430412724578,5.029328750720466,6.010428562420286,1.087152937233391,4.988091450538326,2.02932037460083,5.009734105325386,3.045235564471051,1.0242181773115986,3.990238351140022,4.003324913185798,4.9956043142795385,3.032898445347409,4.025758417096457,4.959140044553248,2.033963578437135,5.0244092401730835,6.001038757136556,1.9874798287936604,5.978110435888754,2.9994275098435867,3.0225683555952854,2.0334877167069827,2.030719766096918,5.0176416981468694,2.0488646808127027,5.989771522696268,3.006126354481357,5.044011747901365,2.0446252033493284,1.0535800080876774,1.9828452864364503,0.9946661155902408,3.0296249774935378,6.0245258127418495,3.0008810052691666,5.0190746685040715,4.994194219560091,2.041786358339611,3.0365888373379786,5.99932427100292,6.020654197591446,5.008500353589945,3.039408324222768,5.984753447411425,3.059681489400517,3.0138539962062887,2.010975169497526,4.962495323874272,5.992919640018533,2.0239292292635818,1.0716701781417615,1.0791913494576346,4.973525391974016,1.0369990643876235,1.0121751533627792,4.9608134158177,2.0375099460977806,3.0050501851111813,3.0341812486251434,1.0382037475312083,0.9834031544075619,3.0269475981713847,5.007430559961051,1.0611570184597054,5.999395979578908,3.01025601422876,4.016683383411313,2.020719126462425,4.994605759463288,1.0664438594246513,5.004387055112749,3.0660592167736276,1.0517837920275102,1.046619195836807,5.00717606617922,5.97478640990432,5.0081773580593065,3.9949729265331326,5.98438993790896,2.081595295730446,4.975162246216897,4.984244464826147,5.972876807588456,1.0750493746797156,1.0011263040900045,4.992527606710294,4.993208617172091,1.0550607706443516,1.0553829685193024,3.0436465296165127,4.0085679875190365,3.0060187922329096,4.974214534032618,4.999279298782386,4.004969038898652
6,4.976557948591826,2.028097676725518,5.99348904444203,1.0179173198346532,3.980483215286351,4.0402098507567095,1.0144837256959047,5.978464886290178,1.0087258412893316,4.003566527532604,2.0079001123365154,4.0084972670864065,2.9885699110470565,6.016079142974204,4.9747593116578495,5.9996256373690064,1.9961153303071941,1.0161582656531944,5.974032814191272,2.9567634059563055,1.0090018903714917,4.0327019059642035,3.0119486769913264,1.0231078978072317,4.994744075520188,5.97307751309652,1.0241815222600592,5.981672622723822,2.9985768892119378,3.999733173796748,3.0100343701394814,3.0138859894776493,1.0404805259526975,1.006704633187336,3.0223824920663462,1.0062394732681974,4.993377610797137,1.9949057167487667,3.001829801548432,2.960989583678138,0.9902971449120104,4.991275019405138,5.986793035575839,1.0157329065475005,3.033897817739122,3.998165557557584,1.010687693783721,5.001621254379479,5.993777602595905,4.008520314969236,5.003008648864953,5.991899511671419,3.990202856605996,5.002102500343348,3.999488359473532,1.0214516625237362,1.987554764880053,3.0220560158489325,3.9867850128499276,4.964691583719713,2.0197620308490465,1.9843964408916028,1.0027790099112535,2.01104134888696,2.9878060382170513,0.9914848080817245,3.9773252848959855,2.010652063992828,4.952913618074287,0.9648646447977267,0.9902501886700161,5.996691866748783,3.010631749707294,4.979532848260301,3.991348018289924,2.9844209563136546,3.98705022940519,3.988931088984681,3.009302041948429,2.0247520515016366,4.002340062100494,2.0096273721218543,5.996101816872011,2.0280915277478115,3.9937545005174018,1.0019263340706117,2.0015500358054377,2.9828074781922767,3.991747644370167,4.0015344335265866,2.986855720798642,3.018264428397774,5.0058620184898395,0.9920343592616437,1.0004071724261063,3.9836831129413475,1.0096567428831966,5.996507748825901,3.0091714546970736,4.990375483114202,3.004286803774824,5.9702241443031845,2.013350824451482,4.9703668640317
7,3.9972533145823075,5.00439384305006,4.996420061670741,6.023059221390126,4.018012075558422,4.010446646637756,1.045572258649151,5.010814908223739,2.0290262312301657,1.0323146213680012,5.996045312382229,1.0091245844757384,6.001537031354411,4.0023118314323245,5.000537591869396,5.981051277537219,2.9938735184155862,5.008795507383828,3.9998814900809316,6.012270904746926,6.000217592919734,6.014311331203997,1.0481432299000712,5.982851533951509,6.0010204461535,5.009135011886084,1.0093889913649823,2.0303646878619803,2.999638258810476,5.000340914263234,4.0015375875510175,3.0183207624195814,5.0037939624453385,4.988718469315646,4.007472922759016,3.016235748849648,4.042573185195144,5.971001851723633,3.980374900906372,0.9972596544995156,2.9775715602353245,2.9970105877314355,6.001331116574341,6.014546563061479,5.025673550905895,1.0378524109199327,6.003862954709874,3.0000321046744256,2.9966069278261163,5.002912106366809,3.9946465981391,3.993271526187876,1.0292598623104299,2.032701477294649,1.0314171374118446,3.009464427219353,3.013470472444803,2.018669718931698,2.0207674796618442,3.968841418255622,4.0102733460672635,3.0301658750187084,5.986803089473481,2.020274434062047,2.022867406574738,4.027289027829042,1.0291874616903436,4.993311840400993,1.0160501351526094,1.0081188346309977,5.9865604967533095,1.0486631159777455,2.0041656382798942,4.9941391722441715,4.9867634922866335,4.9935856733738,4.997069805280098,3.9939249643791666,4.982785095426801,5.006479067285832,5.958851876544676,3.977658415244113,1.0189545051626232,4.993875534111798,1.0219428005228406,2.011379696722728,3.0247069181170407,6.006572310591963,5.997057856503925,3.013893001781457,2.009959874587337,2.0231373103372574,1.0308139151812172,1.014274501298241,3.998166625294826,3.027933157235345,4.005157586745738,0.9969551887022368,4.007065793807759,5.994893952460932,2.028822497128128,3.013622486006187,2.0189134236074966,5.0019217571832035
8,5.975444858391802,2.015764099129539,1.9863472957919541,5.003892622005955,3.949454822628297,5.0451118525923295,1.0518368905326996,5.99578694733496,4.002148165139436,2.9892205647745103,2.061535963134439,0.991752689021564,3.0032759130530886,4.953968471325975,4.985198815223002,5.905128989405233,4.9771871447166784,4.9827574248931805,4.959761006414549,2.0111622740950708,3.0090892282530883,3.041573697436563,0.9949121819032585,6.005241340127828,3.034586546915966,2.0213641711086137,4.008330958284651,1.0293389419513503,5.956094744873993,3.0245447873729048,5.020762534168366,3.9983045179245056,1.0390911705946029,4.999937378796317,1.9817741122894783,4.024697731550701,2.014487328987178,3.0085269123868295,3.0059244843888147,5.973343473777145,2.9800397731794894,2.990612857112856,5.954482171333785,1.0486450172703725,2.0336226812151885,4.987820373118793,1.0512445031584612,4.996691800521965,5.916751457462361,3.023519076895736,5.947921414146117,3.009294843838904,1.9715039411730102,2.0074340094381684,1.0194549543824993,5.9968092790770715,5.972870247204549,5.99619360247628,2.0176996697381444,2.978652379081276,6.018591480074685,4.011466337308352,6.0075482261250315,3.9962548964769957,4.00490551516895,3.037887981412193,0.9985488108025273,4.025302200185031,3.9617167879251527,1.0361598583838547,5.999394713203138,0.9824109898109636,5.975775022562499,4.969152776829777,3.9988208028367858,5.992094177794206,3.013837360377265,4.9848416146263945,4.005716458844923,1.0794897620935728,6.000107279333804,4.976892067733423,2.975513497578921,5.9957967050169225,5.968038340321872,2.0103886795818036,2.0460398223771596,3.0125714463885123,0.9944939396215795,4.977252615732193,2.9965026276180584,3.986311932935717,1.0169524177201215,1.0369509426951993,4.019924018348268,5.956170316194196,1.0483764516437541,5.947199692167329,2.0442101196526137,5.978458406540697,3.964069901942032,5.939374006269247,1.0424004522481995,2.9675988190142903
9,1.9715105578057734,3.016100548009204,1.9713271302990836,5.012765748496788,1.0363070254158768,1.0269875987358534,1.0183693600754584,3.9977392517583263,1.0324266634785253,1.9649134784251312,4.973968777647088,5.952841875091574,4.017949160077048,1.0164486954088379,2.9898552169490156,3.964845709337245,3.9930832898614055,4.02156697639737,2.9735658119852073,4.9797393102989185,4.015815754330581,1.0224172677989936,1.0137399786571817,5.9530043632391045,4.965050781684118,3.9888298828993807,3.0093626424115514,3.9263554668366187,3.0335004008609663,5.005089098399375,1.030663073390683,2.00911738044252,6.013927027569814,5.991885497728524,5.009051604474132,1.0378634961454738,5.965018488334564,5.997772612088827,3.981866835201272,2.01863399743147,4.003342351653503,5.927786276633561,2.993069168466832,0.9991072890203754,3.017688170559951,5.997202000576706,2.037311782973108,0.9831552441895393,4.997048479466754,3.979008455607898,3.9988570687389764,3.983457312907691,5.000751884511133,5.932261223055332,1.9952475324684817,5.0107894927752,1.0452198283698668,2.0030137804494705,2.9760068454812743,5.952241622394411,5.976196292512482,3.9958864194013333,5.999412271719458,1.0144821240487834,0.9940646980087191,2.0067384919635454,5.94827840739025,2.0205539909587396,1.981074543914199,2.988282852249417,5.021028067963156,1.9982910094787445,2.0016365220214514,4.9737235814833465,4.998476346799466,5.990855291127074,1.9761973210919164,4.0071724346232225,2.9606203878296897,2.000238973990273,5.938056136864382,2.9886857882910824,0.9498780160742122,4.00071030039919,2.9891635384826047,5.975142537837186,3.0144986189563476,5.007245405488057,5.9490533921804385,2.0245250289821795,5.963485325573274,2.0280044862162714,4.964561969943352,2.9937857176655682,2.962088602085764,4.997041859510461,4.002872524969498,5.950459030878047,3.982580595931608,3.9778467450769943,2.017025441482855,1.9940509902551042,4.990648983529306,3.970324333244946
10,3.991007967775875,4.022095302211376,1.063404092308296,5.991187257715165,1.0366661238537116,3.981897475781865,3.015447083351982,5.984866206395406,3.9765570667069,2.984794436530233,3.012932535110163,4.010662230884726,2.046907334938875,1.0131888497207746,4.005269086169652,1.99463279482298,1.0396631736228386,4.981757183704777,3.0084099414643677,5.042271725909713,2.0468526021499986,4.994013416046824,1.0627886105370432,5.948035934884597,6.003554151572061,1.0749861624511041,1.991939619534344,3.990126672910304,3.0172913594598554,3.044403154026054,3.003318034282205,3.996566290412758,3.0239557620165614,5.999696557547335,1.0646923160648973,3.9945654931862764,5.004020579385715,3.0498570407213395,2.045449972463445,1.0047421166773396,1.0516911844177999,3.026087141501383,5.974931396195421,5.976954182482938,1.0558642370965026,5.000407509102461,5.014343913328387,4.985550580591286,1.0251949798967686,4.00568813926105,3.010517723347929,2.0377656798997488,3.0513438116820435,5.990991856416556,2.0342841433774366,4.9786238916607095,3.9862878951655345,2.9696615954757744,4.002143328500445,4.042787349238368,3.9718367159524406,5.9805874531303775,4.983409647850548,2.0336950753934,3.0090037559404825,3.9848412550791243,1.0517990068100227,4.001448967105302,1.037318103481233,6.016585773455739,3.984875773240936,1.0437247142466137,5.9305737051962595,4.0157471354997,3.0366588878362157,3.0224720174692496,2.039494821942836,1.0331703197173794,2.0074594634307887,3.9957028122278873,4.955651298075198,1.0252974518921147,3.987093428773923,3.988489788654317,1.9732862356994163,2.9874015688322433,5.015947634678852,6.01266213547599,3.0380298213791437,4.001719684209887,3.0020999896689142,2.9980725428450548,4.007352005181732,1.029536590447773,5.931937324967338,4.986884987892903,4.996006142863324,2.0118702460012585,3.017375358971716,5.996047090811425,1.0415713917396248,2.028594382032638,5.001541398643205,5.027402037309451
